,Region,IndustrySector,Sex,Ethnicity,Race,VeteranStatus,SizeOfFirm,FACTORS_P,FACTORS_P_LABEL,NumberOfRespondents,FIRMPDEMP_PCT,FIRMPDEMP_PCT_F,TotalRevenueOfFirmsInCategory,RCPPDEMP_PCT,RCPPDEMP_PCT_F,NumberOfEmployeesInCategory,EMP_PCT,EMP_PCT_F,AnnualPayroll,PAYANN_PCT,PAYANN_PCT_F,FIRMPDEMP_PCT_S,FIRMPDEMP_PCT_S_F,RCPPDEMP_PCT_S,RCPPDEMP_PCT_S_F,EMP_PCT_S,EMP_PCT_S_F,PAYANN_PCT_S,PAYANN_PCT_S_F
4094,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T3E36R03,Specialized Software: Lacked access to required data,13799,0.4,,8995692,0.4,,45973,0.4,,1754532,0.4,,0.0,,0.0,,0.0,,0.0,
4095,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T3E36R04,Specialized Software: Required data not reliable,7969,0.2,,5642839,0.3,,27623,0.3,,1065483,0.2,,0.0,,0.1,,0.0,,0.0,
4096,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T3E36R05,Specialized Software: Lacked access to required human capital and talent,23876,0.7,,16020492,0.8,,79850,0.8,,3337793,0.8,,0.0,,0.1,,0.0,,0.0,
4097,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T3E36R06,Specialized Software: Laws and regulations,19346,0.6,,12514115,0.6,,65222,0.6,,2881721,0.7,,0.0,,0.1,,0.0,,0.1,
4098,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T3E36R07,Specialized Software: Concerns regarding safety and security (physical security and/or cyber security),25341,0.8,,17133331,0.8,,88371,0.8,,3899778,0.9,,0.0,,0.1,,0.0,,0.1,
4099,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T3E36R08,Specialized Software: Lacked access to capital,35967,1.1,,19602294,0.9,,118857,1.1,,4327897,1.0,,0.0,,0.0,,0.0,,0.0,
4100,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T3E36R09,Specialized Software: Technology not applicable to this business,1305263,39.2,,770576211,37.0,,4041360,38.0,,156034852,35.6,,0.2,,0.5,,0.3,,0.3,
4101,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T3E36R10,Specialized Software: No factors adversely affected the adoption of this technology,1738408,52.2,,1140711817,54.8,,5638964,53.0,,248090503,56.5,,0.2,,0.5,,0.3,,0.3,
4102,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T3E36R99,Specialized Software: Total Reporting,3330887,100.0,,2082037474,100.0,,10631560,100.0,,438802074,100.0,,0.0,,0.0,,0.0,,0.0,
4103,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T4E36R01,Robotics: Technology was too expensive,177113,5.3,,108999512,5.2,,594606,5.6,,20382365,4.6,,0.1,,0.1,,0.1,,0.1,
4104,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T1E36R01,Artificial Intelligence: Technology was too expensive,59686,5.7,,573361944,5.5,,2582927,5.6,,107068662,5.3,,0.2,,1.0,,0.6,,0.5,
4105,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T1E36R02,Artificial Intelligence: Technology was not mature,14416,1.4,,282613946,2.7,,1143047,2.5,,53374094,2.6,,0.1,,2.1,,1.2,,1.3,
4106,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T1E36R03,Artificial Intelligence: Lacked access to required data,5542,0.5,,76872712,0.7,,314182,0.7,,17634223,0.9,,0.0,,0.3,,0.4,,0.3,
4107,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T1E36R04,Artificial Intelligence: Required data not reliable,3069,0.3,,77781062,0.7,,316217,0.7,,14201844,0.7,,0.0,,1.1,,0.8,,0.8,
4108,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T1E36R05,Artificial Intelligence: Lacked access to required human capital and talent,9233,0.9,,158626826,1.5,,594289,1.3,,32723190,1.6,,0.1,,0.6,,0.4,,0.6,
4109,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T4E36R02,Robotics: Technology was not mature,16863,0.5,,12113803,0.6,,59908,0.6,,2529205,0.6,,0.0,,0.0,,0.0,,0.0,
4110,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T4E36R03,Robotics: Lacked access to required data,9746,0.3,,6022996,0.3,,31490,0.3,,1230474,0.3,,0.0,,0.1,,0.0,,0.0,
4111,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T4E36R04,Robotics: Required data not reliable,6467,0.2,,4508436,0.2,,21878,0.2,,793498,0.2,,0.0,,0.0,,0.0,,0.0,
4112,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T4E36R05,Robotics: Lacked access to required human capital and talent,15123,0.5,,10423116,0.5,,50704,0.5,,1936546,0.4,,0.0,,0.0,,0.0,,0.0,
4113,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T4E36R06,Robotics: Laws and regulations,9256,0.3,,6904634,0.3,,31912,0.3,,1407485,0.3,,0.0,,0.1,,0.0,,0.0,
4114,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T4E36R07,Robotics: Concerns regarding safety and security (physical security and/or cyber security),11952,0.4,,8591803,0.4,,39374,0.4,,1684781,0.4,,0.0,,0.1,,0.0,,0.0,
4115,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T4E36R08,Robotics: Lacked access to capital,23176,0.7,,13584195,0.7,,77535,0.7,,2721994,0.6,,0.0,,0.0,,0.0,,0.0,
4116,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T4E36R09,Robotics: Technology not applicable to this business,1694696,50.9,,1022466858,49.1,,5353923,50.4,,219465908,50.0,,0.2,,0.3,,0.2,,0.3,
4117,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T4E36R10,Robotics: No factors adversely affected the adoption of this technology,1414444,42.5,,925267613,44.4,,4542965,42.7,,193596313,44.1,,0.2,,0.3,,0.2,,0.3,
4118,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T4E36R99,Robotics: Total Reporting,3329503,100.0,,2082307483,100.0,,10629804,100.0,,438694153,100.0,,0.0,,0.0,,0.0,,0.0,
4119,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T5E36R01,Specialized Equipment: Technology was too expensive,195540,5.9,,116482302,5.6,,659884,6.2,,22427626,5.1,,0.1,,0.1,,0.1,,0.1,
4120,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T5E36R02,Specialized Equipment: Technology was not mature,13355,0.4,,9922748,0.5,,49523,0.5,,2154495,0.5,,0.0,,0.0,,0.0,,0.0,
4121,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T5E36R03,Specialized Equipment: Lacked access to required data,11580,0.3,,7612194,0.4,,37544,0.4,,1374411,0.3,,0.0,,0.1,,0.0,,0.0,
4122,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T5E36R04,Specialized Equipment: Required data not reliable,6276,0.2,,5061585,0.2,,23683,0.2,,933532,0.2,,0.0,,0.0,,0.0,,0.0,
4123,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T5E36R05,Specialized Equipment: Lacked access to required human capital and talent,18352,0.5,,13180857,0.6,,63251,0.6,,2478505,0.6,,0.0,,0.0,,0.0,,0.0,
4124,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T5E36R06,Specialized Equipment: Laws and regulations,13973,0.4,,10363683,0.5,,48797,0.5,,2090931,0.5,,0.0,,0.1,,0.0,,0.0,
4125,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T5E36R07,Specialized Equipment: Concerns regarding safety and security (physical security and/or cyber security),14755,0.4,,11069250,0.5,,51645,0.5,,2220215,0.5,,0.0,,0.1,,0.0,,0.0,
4126,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T1E36R06,Artificial Intelligence: Laws and regulations,4300,0.4,,42879886,0.4,,298916,0.6,,10328817,0.5,,0.0,,0.1,,0.4,,0.1,
4127,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T1E36R07,Artificial Intelligence: Concerns regarding safety and security (physical security and/or cyber security),7231,0.7,,96784817,0.9,,472707,1.0,,20061664,1.0,,0.1,,0.4,,0.3,,0.3,
4128,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T1E36R08,Artificial Intelligence: Lacked access to capital,9072,0.9,,84562372,0.8,,396402,0.9,,16994024,0.8,,0.1,,0.2,,0.1,,0.1,
4129,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T1E36R09,Artificial Intelligence: Technology not applicable to this business,492809,47.0,,4470022094,42.7,,20674867,44.9,,877906524,43.3,,0.5,,8.6,,4.5,,5.4,
4130,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T1E36R10,Artificial Intelligence: No factors adversely affected the adoption of this technology,477312,45.6,,5176880224,49.4,,21821292,47.4,,988157649,48.7,,0.5,,8.6,,4.4,,5.2,
4131,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T1E36R99,Artificial Intelligence: Total Reporting,1047667,100.0,,10476293923,100.0,,46083279,100.0,,2028504668,100.0,,0.0,,0.0,,0.0,,0.0,
4132,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T2E36R01,Cloud-Based: Technology was too expensive,54828,5.2,,458995343,4.4,,2108476,4.6,,89070106,4.4,,0.1,,1.6,,1.1,,1.1,
4133,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T2E36R02,Cloud-Based: Technology was not mature,8063,0.8,,117531797,1.1,,484149,1.1,,24301907,1.2,,0.1,,1.3,,0.7,,0.9,
4134,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T2E36R03,Cloud-Based: Lacked access to required data,4931,0.5,,58079837,0.6,,259254,0.6,,11456408,0.6,,0.0,,0.3,,0.3,,0.3,
4135,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T2E36R04,Cloud-Based: Required data not reliable,3552,0.3,,57782576,0.6,,193498,0.4,,8806840,0.4,,0.0,,0.8,,0.3,,0.4,
4136,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T2E36R05,Cloud-Based: Lacked access to required human capital and talent,8714,0.8,,122430092,1.2,,456722,1.0,,22728026,1.1,,0.1,,0.4,,0.3,,0.5,
4137,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T2E36R06,Cloud-Based: Laws and regulations,5753,0.5,,52194995,0.5,,291705,0.6,,14878873,0.7,,0.0,,0.1,,0.1,,0.3,
4138,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T2E36R07,Cloud-Based: Concerns regarding safety and security (physical security and/or cyber security),24628,2.4,,347112437,3.3,,1552119,3.4,,74275040,3.7,,0.2,,1.3,,1.0,,1.1,
4139,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T2E36R08,Cloud-Based: Lacked access to capital,10435,1.0,,79585902,0.8,,469982,1.0,,20564835,1.0,,0.1,,0.3,,0.2,,0.3,
4140,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T2E36R09,Cloud-Based: Technology not applicable to this business,356649,34.1,,2971012477,28.4,,13588669,29.5,,549723414,27.1,,0.6,,8.0,,6.3,,6.0,
4141,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T2E36R10,Cloud-Based: No factors adversely affected the adoption of this technology,592834,56.7,,6541187533,62.5,,28007767,60.8,,1277089904,63.0,,0.5,,8.1,,6.1,,5.6,
4142,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T5E36R08,Specialized Equipment: Lacked access to capital,39394,1.2,,21151380,1.0,,133536,1.3,,4679199,1.1,,0.0,,0.0,,0.0,,0.0,
4143,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T5E36R09,Specialized Equipment: Technology not applicable to this business,1489232,44.6,,893368911,42.8,,4612869,43.3,,187073908,42.5,,0.2,,0.4,,0.2,,0.3,
4144,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T5E36R10,Specialized Equipment: No factors adversely affected the adoption of this technology,1588538,47.6,,1038073579,49.7,,5162888,48.4,,221724511,50.4,,0.1,,0.3,,0.2,,0.2,
4145,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T5E36R99,Specialized Equipment: Total Reporting,3340623,100.0,,2088357005,100.0,,10660897,100.0,,439922106,100.0,,0.0,,0.0,,0.0,,0.0,
4146,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T2E36R99,Cloud-Based: Total Reporting,1046197,100.0,,10464424317,100.0,,46034885,100.0,,2026246149,100.0,,0.0,,0.0,,0.0,,0.0,
4147,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T3E36R01,Specialized Software: Technology was too expensive,60370,5.8,,490746708,4.7,,2424500,5.3,,94437535,4.7,,0.1,,1.0,,1.2,,1.0,
4148,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T3E36R02,Specialized Software: Technology was not mature,6630,0.6,,114578343,1.1,,494042,1.1,,20037361,1.0,,0.1,,0.9,,0.4,,0.4,
4149,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T3E36R03,Specialized Software: Lacked access to required data,4702,0.4,,52963668,0.5,,330864,0.7,,10627805,0.5,,0.0,,0.3,,0.3,,0.2,
4150,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T3E36R04,Specialized Software: Required data not reliable,2639,0.3,,56490325,0.5,,184327,0.4,,8342904,0.4,,0.0,,0.8,,0.4,,0.5,
4151,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T3E36R05,Specialized Software: Lacked access to required human capital and talent,9210,0.9,,124783227,1.2,,482374,1.0,,24329726,1.2,,0.1,,0.4,,0.3,,0.4,
4152,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T3E36R06,Specialized Software: Laws and regulations,5967,0.6,,46127949,0.4,,274672,0.6,,13156185,0.6,,0.0,,0.1,,0.2,,0.1,
4153,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T3E36R07,Specialized Software: Concerns regarding safety and security (physical security and/or cyber security),9013,0.9,,109704122,1.0,,597863,1.3,,25715385,1.3,,0.0,,0.4,,0.7,,0.2,
4154,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T3E36R08,Specialized Software: Lacked access to capital,12322,1.2,,98493100,0.9,,538970,1.2,,23176620,1.1,,0.1,,0.4,,0.5,,0.5,
4155,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T3E36R09,Specialized Software: Technology not applicable to this business,352782,33.7,,3038681125,29.1,,13763552,29.9,,565131528,27.9,,0.6,,8.4,,5.9,,5.5,
4156,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T3E36R10,Specialized Software: No factors adversely affected the adoption of this technology,605629,57.9,,6641006736,63.5,,28576091,62.1,,1302214177,64.3,,0.5,,8.7,,6.0,,5.9,
4157,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T3E36R99,Specialized Software: Total Reporting,1045759,100.0,,10460045729,100.0,,46007181,100.0,,2024915924,100.0,,0.0,,0.0,,0.0,,0.0,
4158,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T4E36R01,Robotics: Technology was too expensive,59904,5.7,,544928542,5.2,,2540369,5.5,,97374471,4.8,,0.1,,0.8,,1.1,,0.5,
4159,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T4E36R02,Robotics: Technology was not mature,8350,0.8,,133850316,1.3,,694417,1.5,,24398221,1.2,,0.1,,1.2,,0.6,,0.8,
4160,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T4E36R03,Robotics: Lacked access to required data,3858,0.4,,46695037,0.4,,302417,0.7,,9755117,0.5,,0.0,,0.3,,0.3,,0.3,
4161,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T4E36R04,Robotics: Required data not reliable,1834,0.2,,32191890,0.3,,256382,0.6,,7253521,0.4,,0.0,,0.4,,0.4,,0.4,
4162,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T4E36R05,Robotics: Lacked access to required human capital and talent,7231,0.7,,134542436,1.3,,525804,1.1,,22132780,1.1,,0.1,,0.9,,0.4,,0.5,
4163,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T4E36R06,Robotics: Laws and regulations,3219,0.3,,29026037,0.3,,247326,0.5,,7352885,0.4,,0.1,,0.1,,0.4,,0.1,
4164,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 employees or more,T4E36R07,Robotics: Concerns regarding safety and security (physical security and/or cyber security),4352,0.4,,53814069,0.5,,336880,0.7,,11156872,0.6,,0.0,,0.1,,0.3,,0.1,
